Movie Title
Main Street After Dark
The Masked Marvel
Tramp's Nap Interrupted
Monster A Go-Go
The Girl on the Bridge
Whirlwind Raiders
One in a Million
Hold Back the Dawn
Cars
Mister Dynamite
Cellar Dweller
Hush… Hush
First Kill
The Mating Call
Tropic Thunder
Off the Highway
The Chase
This Hero Stuff
File 113
The Ritz
Girl Crazy
The Glass Slipper
Frontier Outpost
Follow the Sun
Book Club
Ashes of Vengeance
Superstar: The Karen Carpenter Story
The Desperados Are in Town
Rapid Fire Romance
Honeymoon
Men with Wings
Clean Slate
The Woman of Bronze
Buried
Hearts and Fists
Netherbeast Incorporated
Rocky Mountain
Sunshine State
The Prince
The War at Home
Puss in Boots
Drums of Love
Centennial Summer
Frankenstein
Don't Play Us Cheap
The Devil and Daniel Webster
The World and Its Woman
Starman
Lillo of the Sulu Seas
Powdersmoke Range
What a Wife Learned
Date Night
The Time Traveler's Wife
Mummy's Boys
The Winning Stroke
Wiretapper
Honolulu Lu
Sadie Thompson
The Fighting Seventh
The Ugly Dachshund
Her Husband's Affairs
Vigilantes of Dodge City
Bend of the River
For the Service
The Hollywood Ten
The Nebraskan
The Barker
Married in Hollywood
The Legend of Alfred Packer
His Master's Voice
Neptune's Daughter
Waiting for the Moon
Young Adult
How to Deal
Brown of Harvard
A Little Night Music
The Monster Club
The Incredible Journey
X the Unknown
Baby It's You
Nightmare Alley
A Desperate Chance
Claudia and David
Free Willy
The Lawless Nineties
Winter Soldier
40 Guns to Apache Pass
Contest
Black Jack
The Cheat
The Merry Cavalier
Adventures of Red Ryder
Leave It to the Irish
Eye of the Tiger
Escape from Zahrain
The Matrix
Laddie
Funny Bones
The Last Exorcism
The Torch Bearer
Clara's Heart
The Great Northfield Minnesota Raid
Daytime Wives
Caddyshack II
A Star Is Born
The Hypnotic Eye
Jewels of Brandenburg
Target
Three Cheers for the Irish
Dragon Seed
Live Fast
Hard-Hittin' Hamilton
Cause for Alarm!
92 in the Shade
Man with the Steel Whip
P.S. I Love You
Roaring Timber
Buccaneer Bunny
Kiss and Make-Up
Atlantic Convoy
Counter-Attack
Fresh from the Farm
The Big Guy
Dream Machine
Fangs of the Wild
Mystery Submarine
Little Johnny Jones
The Great Redeemer
Heldorado
Rio Rattler
The Son of the Wolf
Swing the Western Way
Fury
Song of the Range
Halloween 4: The Return of Michael Myers
Our Man Flint
Smooth as Silk
Critic's Choice
Ernest Scared Stupid
Wildfire
The Roommates
Swat the Crook
Napoleon and the Empress Josephine
Here I Am a Stranger
Beyond All Odds
Socket
Outlaw Women
The Caper of the Golden Bulls
The Lawnmower Man
Behind the Screen
Annihilation
The Rush Hour
Alias Jimmy Valentine
The Woman Under Cover
Black Rock
The Lion Man
Duke of Chicago
G.I. Jane
Menace from Outer Space
Gone in the Night
Moving McAllister
Wandering Daughters
Lilies of the Field
Elvis and Anabelle
Esther and the King
The Tired Tailor's Dream
The Abyss
Stranger on Horseback
The Shadow of the Desert
The Adventurer
Mimic
The High Flyer
White Fang 2: Myth of the White Wolf
The Impossible Mrs. Bellew
McQ
Spellbound
Cancer Wars
Megamind
The Storm
Deerslayer
For Love of the Game
What's Wrong with Virginia
Full of Life
Cigarrette Girl
Hello Mary Lou: Prom Night II
Anna Lucasta
Crossroads
The Sainted Sisters
The Last Producer
Festival in Cannes
The Fighting Guide
Burning Up Broadway
Hard Times
That Forsyte Woman
The Unguarded Hour
Sylvia
Some Girls
One Mile from Heaven
1915
Paper Lion
Goodbye
Frontier Revenge
The Faith of the Strong
A Successful Failure
The Tingler
I Am the Law
Yankee Doodle in Berlin
Jerry's Diary
China Gate
Morals for Men
Senorita
Room 6
Bolshevism on Trial
For All Mankind
1
The Other Woman's Story
The Lights of New York
The Gilded Highway
Moon Over Montana
The Brand
For the Love of Mike
Brass
Paper Soldiers
Honey
The Flame of Life
The Girl from Monterrey
Nijinsky
Flashing Spurs
Zeus and Roxanne
Dunked in the Deep
Some Kind of Hero
Death Takes a Holiday
This Could Be the Night
Cavalry
Hurricane Season
From the Mixed-Up Files of Mrs. Basil E. Frankweiler
A Modern Twain Story: The Prince and the Pauper
Made in America
Appointment in Berlin
The Evil Below
City Streets
Steal This Movie!
A Thief in Paradise
The Fool
China Seas
Shady Lady
$50 
The Love Gamble
Dance Party USA
Desire Under the Elms
Bad Girl
Good Morning
O.S.S.
Pirates of the Caribbean: Dead Men Tell No Tales
Chasing Papi
Paint Your Wagon
Be Cool
BlacKkKlansman
Raiders of San Joaquin
Lucky Them
Sweethearts of the U.S.A.
Westward Ho
Bright
Hop Harrigan
The Cabin in the Cotton
Happy Feet
Enoch Arden
The Valiant Hombre
Old Man Rhythm
The Great Air Robbery
The Chinese Ring
Manos: The Hands of Fate
Six Gun Man
Predators
Barbershop 2: Back in Business
Daddy's Little Girls
The Barber of Seville
Waitress!
Wakko's Wish
I'll Tell the World
Under My Skin
Highways by Night
The Chase
Almost a Husband
Three Jumps Ahead
Honey
Holiday Affair
Cattle Queen
War Drums
Hammerhead
Out of the Silent North
The Conqueror
The Maverick Queen
Gunmen of Abilene
Tarawa Beachhead
The Three Stooges Go Around the World in a Daze
The Eye
College Humor
Alien vs. Predator
Cyclone Fury
Everything's Ducky
Next Time We Love
The Dangerous Dub
The Honor of the District Attorney
The Women of Pitcairn Island
The Tall Stranger
The Alpha Caper
Rampage
Pointed Heels
The Judge Steps Out
Berkeley Square
Flicka
Love in the Dark
Frank & Jesse
Stateside
Stella Dallas
The Soul's Cycle
Up and at 'Em
Blue Skies
Alexander the Great
The Enchanted Cottage
Coney Island at Night
The Great Mr. Nobody
Knight Rider 2010
Love Is Strange
This Sporting Age
Walk Don't Run
Revenge of the Zombies
Mark of the Vampire
The Chipmunk Adventure
The Beast Within
The Ghost Breaker
A Drove of Wild Welsh Mountain Ponies
Hoosiers
The House Across the Street
Cheap Thrills (film)
Song of the South
My Best Friend Is a Vampire
Man of the Century
Naked Came The Stranger
Resident Evil: Extinction
Stagecoach
CBGB
I've Got Your Number
The Runaway
The Stratton Story
Ham and Eggs at the Front
The Jazz Girl
Evel Knievel
Public Pigeon No. 1
Bloodsport III
The Walking Hills
Guadalcanal Diary
Into the Arms of Strangers: Stories of the Kindertransport
The Last Edition
Charlie Chan at the Wax Museum
The Return of Dr. Fu Manchu
Shipwrecked
Dead Man Walking
Pathology
Knock Knock
Hit the Road
Oh! What a Nurse!
Donovan's Brain
The Jazz Singer
As Husbands Go
Paradise Isle
The Thing Called Love
The Outfit
In Her Shoes
Zig Zag
Town & Country
A Bronx Tale
The Boiling Point
L.I.E.
Elvira
No Trespassing
Protocol
Three Girls Lost
The Vampire (1915 film)
Summer Heat
Petulia
Best Laid Plans
The Bright Shawl
Colt Comrades
The Curtain Falls
The Great Power
The Gay Caballero
The Bag Man
Rio Lobo
Pump Up the Volume
Cry Uncle!
Ticket to Paradise
Bram Stoker's Dracula
Flame of Youth
Gallowwalker
Twilight on the Trail
The Black Gate
The Lady from Nowhere
Elephant Stampede
Fantastic Mr. Fox
The Cobbler
Wild Card
Little Giant
The Outriders
I Don't Hate Las Vegas Anymore
Safe Men
You're My Everything
Twenty Million Sweethearts
Vigilante
Born to Battle
Heavy
Doomsday Gun
Secret Beyond the Door...
The Kentucky Colonel
The Great Muppet Caper
Thinner
My Pal
The Horn Blows at Midnight
King of the Rodeo
Thirteen Conversations About One Thing
Cattle Queen of Montana
Pet Shop
Ghosts
The Big Year
Cross Channel
Broadway to Hollywood
Madame Spy
Kingsman: The Golden Circle
Tougher Than Leather
Let's Get Married
Do and Dare
Death of a Centerfold: The Dorothy Stratten Story
Innocents of Paris
I Could Go On Singing
Broad Daylight
Stranger Than Fiction
Suddenly
Down in the Delta
Our Song
A Guy Thing
The Bostonians
Little Women
Molly's Game
Medium Cool
Silk Stockings
The Vengeance of Durand
Isn't It Romantic?
The Marriage Whirl
The Butcher Boy
Cold Creek Manor
Purple Rose of Cairo
Whoopee!
Abbott and Costello Meet the Killer
It's Great to Be Alive
Double Alibi
The Sadist
Spring Fever
Hello Trouble
House of Cards
Racing Luck
The Brothers Grimm
The Spikes Gang
Always in My Heart
Fast Company
Straight Shootin'
Smartest Girl in Town
Torture Garden
Return of the Terror
Nick Knight
Children of the Corn III: Urban Harvest
The Beggar Child
Black Christmas
The Sinking of the Lusitania
Molly & Gina
Loving Annabelle
Off the Record
The James Brothers of Missouri
Far North
National Velvet
Revenge
His Woman
365 Nights in Hollywood
Hunter Killer
Call of the Rockies
Trader Tom of the China Seas
Tarnished
Ma and Pa Kettle at the Fair
Locked Doors
Texas Lawmen
Scenic Route
Steady Company
Silent Hill: Revelation 3D
The Pad and How to Use It
Cocoanut Grove
Rackety Rax
The Last Flight
Love Among Thieves
Eyes in the Night
Flareup
Cairo
University Heights
The Nevada Buckaroo
Walk the Line
Slaves in Bondage
Stolen Love
Corvette Summer
Russian Roulette
It Shouldn't Happen to a Dog
The Missing Juror
Four Mothers
Waist Deep
Impossible Catherine
Spite Marriage
The Fog
Holy Ghost People
Havana Widows
She Learned About Sailors
Womanhandled
The Salzburg Connection
The Pell Street Mystery
Irish Jam
Swing!
The Story of Molly X
Cowboy Cavalier
The Lady Pays Off
Mikey and Nicky
The Sandpit Generals
The Garage
The Zoot Cat
Oh
Song of the Caballero
The Code of the Scarlet
Children of Dreams
The Mother of Tears
The Prize Fighter
Picture Perfect
Her Circus Man
Crowned and Dangerous
The Fighting Legion
Between Two Worlds
The Losers
Swing Your Partner
Dracula Untold
Santa Fe
Rugrats Go Wild
The Other Side of the Door
Bob Roberts
The Hunters
Joe Dirt
Rainbow Valley
Radioactive Dreams
Range Defenders
Take Care of My Little Girl
Return of the Texan
Old Dogs
Adult Beginners
California Frontier
Slaughter of the Innocents
Digging to China
Death Wish V: The Face of Death
Letters to God
Chained for Life
Looker
Anybody's Woman
The Naked Kiss
Luke's Trolley Troubles
Words and Music
Ever After
Daredevil's Reward
Treasure of Monte Cristo
Drillbit Taylor
The White Dove
The Endless Summer
The Mugger
Mulholland Drive
Life Itself
Sharky's Machine
American Graffiti
Savage Mutiny
King Solomon's Mines
The Fast Freight
The Big Bounce
Mantrap
Hit and Run
Persepolis
A Race for a Kiss
Easy Street
A Wife's Romance
Son of the Pink Panther
Friends of Mr. Sweeney
Rustlers' Rhapsody
The Diary of a Chambermaid
The Shriek of Araby
The Stars Are Singing
Hold That Lion
Hold That Kiss
Addicted to Love
Transylvania 6-5000
Men in Her Life
Savage Drums
A Private Matter
Big Hero 6
Love by the Light of the Moon
The Reader
Battle of the Bulge
Gretchen the Greenhorn
The Benchwarmers
I Saw the Light
I Am Number Four
Witching Hour
Cohen's Dream
Tiger Fangs
Trojan War
The Ancient Mariner
The Lion and the Horse
The Penguin Pool Murder
The Mystery of Marie Roget
Glitter
Death Race 3: Inferno
Year One
Cain's Cutthroats
Wild Horse Stampede
Twenty Dollars a Week
Cat-Tails for Two
He Knows You're Alone
Robotech: Love Live Alive
Dive Bomber
The Sideshow
Mystery Ranch
The Dark Past
Pride of the Legion
The People Under the Stairs
Blonde Savage
Three Amigos
When I Came Home
Strange Affair
The Four Feathers
A Letter to Three Wives
Burning Daylight
Watchmen
Six Degrees of Separation
Wild Horse Mesa
Bringing Up Baby
Homeward Bound: The Incredible Journey
I Can Do Bad All By Myself
If I Were Free
Trippin'
Short Time
Train to Tombstone
The French Connection
Michael Clayton
No
Round-Up Time in Texas
The Confidence Man
You Were Never Really Here
That Texas Jamboree
Spy
Alexander's Ragtime Band
Silent Scream
Shadows in the Night
Papillon
The Toy Tiger
51 Birch Street
Mary
Melvin and Howard
Black Knight
Bloody Mama
Lightnin' in the Forest
Chimpanzee
Snowdrift
The Salton Sea
Another Stakeout
Love Never Dies
Men Are Like That
Swept Away
The Interpreter
Flying Romeos
Night of the Demon
Holiday in Havana
The Broken Star
Larceny in Her Heart
Analyze That
Hi
The Deadly Trap
Black Dragons
Camp Takota
Pardners
Honor Among Lovers
The Adventures of Huck Finn
The Millionaire Cowboy
Prairie Roundup
Hope and Glory
Confessions of a Co-Ed
Kismet
Home of the Brave
Tarzan and the Amazons
Here Comes the Boom
Blood Work
Twelve Hours to Kill
Sword of the Avenger
Immortals
Colorado Pioneers
Love Is Better Than Ever
The Atomic Kid
Home Movies
Bang
The Forbidden Dance
Kalamazoo?
You're Only Young Once
C.Q.D.; or
Phantom of the Opera
Creature
Cats & Dogs: The Revenge of Kitty Galore
Off the Trolley
A Better Tomorrow 2
Rachel and the Stranger
A Free Soul
Mexican Manhunt
Coast to Coast
Man on Wire
The Secret War of Harry Frigg
Painted Angels
The Command
A Civil Action
Videodrome
The Belle of Broadway
Flagpole Jitters
Across the Divide
Bell Boy 13
Jaguar
Once in a Lifetime
Sing Another Chorus
Footsteps in the Dark
Gypsy
The Apple Dumpling Gang Rides Again
The Europeans
Such a Little Queen
Janie Gets Married
Blue Sky
Deception
But the Flesh Is Weak
Civil Brand
Meddling Women
Walking with Dinosaurs
Edge of Seventeen
The Ring Two
Abbott and Costello Meet the Invisible Man
The Texas Chainsaw Massacre
Forever My Girl
Navy SEALs
Clifford's Really Big Movie
Heartbreakers
Babbitt
While Paris Sleeps
Shriek If You Know What I Did Last Friday the Thirteenth
Skin Deep
Marked Woman
Durango Valley Raiders
Strange Confession
When in Rome
The Odd Couple
The Music of Chance
Harlow
Mask of the Avenger
House Calls
Grand Old Girl
My Marriage
Yukon Flight
The Volga Boatman
Gay Purr-ee
Uninvited (1988 film)
Riders to the Stars
Real Genius
John Carter
The Hi-Lo Country
That Navy Spirit
Three Brave Men
Nightmare in Wax
The Next Three Days
The Squid and the Whale
Violated Paradise
Seven Angry Men
Two Old Sparks
Problem Girls
Heaven Is for Real
Battle at Bloody Beach
Prince of Pirates
Anaconda
A Little Girl in a Big City
Gambling Lady
Devil Bat's Daughter
Big Business Girl
Holy Rollers
We Were Strangers
That's Dancing!
The Wedding Planner
Destination Wedding
Under Crimson Skies
Last Summer
The Magic Cloak of Oz
Honkytonk Man
Sideshow
The Red Man and the Child
Escapade
The Case of Sergeant Grischa
Lorna
The Fan
The Twinkle in God's Eye
Max Dugan Returns
The Death Kiss
I Spit on Your Grave 2
The Lineup
The Big Score
All This
The Rage: Carrie 2
Sofia
The U.S. vs. John Lennon
Cinerama Holiday
Trail of Kit Carson
A Dangerous Adventure
Double Dynamite
The Night of the Following Day
Bluebeard's 8th Wife
They Drive by Night
Randy Rides Alone
Some Kind of Wonderful
The Man from Dakota
At the Earth's Core
Quick
Quentin Quail
Timbuktu
Ridin' the Wind
Logan
The Postman Didn't Ring
Dick Turpin's Ride
Why Me?
Servants' Entrance
The Puppet Masters
My Lady's Lips
The Last of the Duanes
The Wonderful Wizard of Oz
Arctic Tale
The Prince of Thieves
Miraculous Journey
Between Heaven and Hell
Bowling for Columbine
The Squeeze
The Love Girl
My Sister's Keeper
The Story of Ruth
The Bandit's Waterloo
